{'text': "it's cool", 'start': 0.0, 'duration': 4.08}
{'text': 'like listen', 'start': 1271.28, 'duration': 2.879}
{'text': "it's pretty clear", 'start': 1272.72, 'duration': 3.76}
{'text': "that i was the better hassan so that's", 'start': 1274.159, 'duration': 3.841}
{'text': 'agreed i agree with that one if you', 'start': 1276.48, 'duration': 2.559}
{'text': 'could just', 'start': 1278.0, 'duration': 2.559}
{'text': 'get out the call maybe it would fix the', 'start': 1279.039, 'duration': 3.12}
{'text': 'stream uh-huh', 'start': 1280.559, 'duration': 2.881}
{'text': 'would you guys if you guys would like me', 'start': 1282.159, 'duration': 2.4}
{'text': "to leave the call i can do that i don't", 'start': 1283.44, 'duration': 2.0}
{'text': "want to be i'm going to be really going", 'start': 1284.559, 'duration': 2.24}
{'text': 'to get back to work', 'start': 1285.44, 'duration': 2.88}
{'text': 'i do not want to be rude boys uh you', 'start': 1286.799, 'duration': 3.681}
{'text': 'know this is your stream uh andrew uh', 'start': 1288.32, 'duration': 3.68}
{'text': "i'd love to talk to you in more detail", 'start': 1290.48, 'duration': 3.36}
{'text': "if you'd like to i hope that one day you", 'start': 1292.0, 'duration': 3.679}
{'text': 'can uh educate me on your your revenue', 'start': 1293.84, 'duration': 4.24}
{'text': "strategies uh i mean it's it's", 'start': 1295.679, 'duration': 3.441}
{'text': 'it does look a little bad though if', 'start': 1298.08, 'duration': 2.4}
{'text': "you're like if you feel as though i", 'start': 1299.12, 'duration': 2.799}
{'text': 'should leave the call because you feel', 'start': 1300.48, 'duration': 3.28}
{'text': "like i'm overpowering you a little bit", 'start': 1301.919, 'duration': 3.201}
{'text': 'you should stay on the call but i think', 'start': 1303.76, 'duration': 3.68}
{'text': 'you should be more socially aware', 'start': 1305.12, 'duration': 3.76}
{'text': 'is that a bad question do you not', 'start': 1307.44, 'duration': 3.119}
{'text': 'educate thousands of young men about', 'start': 1308.88, 'duration': 2.72}
{'text': 'your business strategies i want to know', 'start': 1310.559, 'duration': 2.641}
{'text': 'more around that okay i want you to be', 'start': 1311.6, 'duration': 2.88}
{'text': 'more socially aware and understand that', 'start': 1313.2, 'duration': 2.24}
{'text': "since you've joined the stream", 'start': 1314.48, 'duration': 2.4}
{'text': "everyone's begging for you to leave the", 'start': 1315.44, 'duration': 3.359}
{'text': "vibe's down it's boring it's it's late", 'start': 1316.88, 'duration': 3.279}
{'text': 'at night for me i came here to have fun', 'start': 1318.799, 'duration': 2.401}
{'text': "you're being boring no one thinks you're", 'start': 1320.159, 'duration': 1.921}
{'text': "cool no things are intelligent don't", 'start': 1321.2, 'duration': 2.24}
{'text': "think you're funny i don't think i'm", 'start': 1322.08, 'duration': 2.56}
{'text': 'cool or intelligent i just have', 'start': 1323.44, 'duration': 2.239}
{'text': "questions and you're not answering them", 'start': 1324.64, 'duration': 3.12}
{'text': 'for some reason why are we derailing i', 'start': 1325.679, 'duration': 3.041}
{'text': "don't have to answer your questions", 'start': 1327.76, 'duration': 2.159}
{'text': "you're not the police i don't answer you", 'start': 1328.72, 'duration': 2.88}
{'text': 'no no not at all no i am not the uk', 'start': 1329.919, 'duration': 3.361}
{'text': "police nor the romanian one i'm simply", 'start': 1331.6, 'duration': 4.079}
{'text': 'asking you questions about your business', 'start': 1333.28, 'duration': 4.0}
{'text': 'strategy which you would you literally', 'start': 1335.679, 'duration': 2.88}
{'text': 'educate people on i just want to know', 'start': 1337.28, 'duration': 2.879}
{'text': 'how you [\xa0__\xa0] how you do growth and', 'start': 1338.559, 'duration': 3.521}
{'text': "revenue why can't i be a hustler i want", 'start': 1340.159, 'duration': 3.441}
{'text': 'to be a hustler like you i want to be a', 'start': 1342.08, 'duration': 4.24}
{'text': 'top g a top bloke a proper blog', 'start': 1343.6, 'duration': 4.24}
{'text': 'right you can find out more on the', 'start': 1346.32, 'duration': 2.88}
{'text': 'website i would like to stream to get', 'start': 1347.84, 'duration': 2.719}
{'text': 'fun again if you want to discuss this if', 'start': 1349.2, 'duration': 2.64}
{'text': "you don't think your educational content", 'start': 1350.559, 'duration': 3.12}
{'text': 'is fun for people to consume', 'start': 1351.84, 'duration': 3.199}
{'text': "i think everyone's saying kick him read", 'start': 1353.679, 'duration': 2.321}
{'text': 'the chat have you guys read the chat on', 'start': 1355.039, 'duration': 2.721}
{'text': 'your stream', 'start': 1356.0, 'duration': 2.799}
{'text': 'you want me to you want me to leave that', 'start': 1357.76, 'duration': 2.96}
{'text': "bad i'll if you want me to be that bad", 'start': 1358.799, 'duration': 4.24}
{'text': "i'll leave you're just being i mean it's", 'start': 1360.72, 'duration': 4.4}
{'text': "like a weird [\xa0__\xa0] it's like i'm not", 'start': 1363.039, 'duration': 3.361}
{'text': "telling you to leave it's like oh do you", 'start': 1365.12, 'duration': 2.48}
{'text': 'want me to leave', 'start': 1366.4, 'duration': 3.12}
{'text': "i'm not gonna no not saying i want you", 'start': 1367.6, 'duration': 3.6}
{'text': 'to leave okay i want you to stay', 'start': 1369.52, 'duration': 3.519}
{'text': 'actually oh okay but everyone else wants', 'start': 1371.2, 'duration': 4.4}
{'text': "you to leave just i'm just a messenger", 'start': 1373.039, 'duration': 3.52}
{'text': "but you're just kind of like being", 'start': 1375.6, 'duration': 2.959}
{'text': "sarcastic i'm not i'm literally not i", 'start': 1376.559, 'duration': 4.561}
{'text': 'promise you i swear to allah that i want', 'start': 1378.559, 'duration': 4.401}
{'text': "to know just saying it wasn't sarcastic", 'start': 1381.12, 'duration': 3.28}
{'text': "don't even you can't even communicate", 'start': 1382.96, 'duration': 2.64}
{'text': 'none of what i have mentioned is', 'start': 1384.4, 'duration': 2.8}
{'text': 'sarcastic i truly would like to know', 'start': 1385.6, 'duration': 3.199}
{'text': 'more', 'start': 1387.2, 'duration': 3.76}
{'text': "kick 85 no one thinks you're funny or", 'start': 1388.799, 'duration': 3.521}
{'text': 'interesting or where your your little', 'start': 1390.96, 'duration': 2.56}
{'text': "comeback's no one's interested i think", 'start': 1392.32, 'duration': 2.88}
{'text': "this sounds funny it's okay it's okay", 'start': 1393.52, 'duration': 3.039}
{'text': 'andrew if you want we can have a we can', 'start': 1395.2, 'duration': 3.04}
{'text': 'have a conversation again', 'start': 1396.559, 'duration': 2.641}
{'text': "it may be funny but didn't you miss an", 'start': 1398.24, 'duration': 2.08}
{'text': 'opportunity of a real conversation or', 'start': 1399.2, 'duration': 2.32}
{'text': "proof tate city is wrong i don't think", 'start': 1400.32, 'duration': 2.239}
{'text': 'that was the goal i think i just wanted', 'start': 1401.52, 'duration': 4.399}
{'text': "to mog him i can't believe that", 'start': 1402.559, 'duration': 5.041}
{'text': "i can't believe that tate was so fragile", 'start': 1405.919, 'duration': 4.081}
{'text': 'here he got like absolutely [\xa0__\xa0] ass', 'start': 1407.6, 'duration': 4.88}
{'text': 'blasted like his mind is destroyed right', 'start': 1410.0, 'duration': 4.32}
{'text': "now i don't know what i don't i don't", 'start': 1412.48, 'duration': 3.04}
{'text': 'know if i missed like a lead up or a', 'start': 1414.32, 'duration': 4.239}
{'text': 'setup to this or anything', 'start': 1415.52, 'duration': 3.039}
{'text': 'did you have a conversation again in the', 'start': 1418.72, 'duration': 2.4}
{'text': 'future if you would like if you if', 'start': 1419.84, 'duration': 3.36}
{'text': "you're brave enough i guess you hate you", 'start': 1421.12, 'duration': 3.12}
{'text': 'has an affiliate program some people', 'start': 1423.2, 'duration': 1.92}
{'text': 'they want to affiliate like everything', 'start': 1424.24, 'duration': 2.24}
{'text': 'else in the world we have over 100 000', 'start': 1425.12, 'duration': 2.64}
{'text': 'students making more than they invest', 'start': 1426.48, 'duration': 2.4}
{'text': "each month if they didn't make more than", 'start': 1427.76, 'duration': 2.24}
{'text': "they invested they wouldn't sign up well", 'start': 1428.88, 'duration': 2.24}
{'text': 'the most successful online educational', 'start': 1430.0, 'duration': 2.96}
{'text': 'platforms is it is it are there multiple', 'start': 1431.12, 'duration': 3.6}
{'text': 'layers how to make some money yourself', 'start': 1432.96, 'duration': 2.56}
{'text': 'if you want to join and have more', 'start': 1434.72, 'duration': 1.92}
{'text': "information it's all incorporated.com", 'start': 1435.52, 'duration': 2.24}
{'text': "you can find out yourself if you're too", 'start': 1436.64, 'duration': 2.32}
{'text': "cheap to pay fifty dollars and you're", 'start': 1437.76, 'duration': 2.0}
{'text': 'broken nobody gives a [\xa0__\xa0] what you', 'start': 1438.96, 'duration': 2.0}
{'text': "think anyway you've ruined the stream", 'start': 1439.76, 'duration': 2.48}
{'text': 'everyone wants you out of it so either', 'start': 1440.96, 'duration': 2.64}
{'text': 'change tune and get with the program and', 'start': 1442.24, 'duration': 2.799}
{'text': 'be fun or keep sitting here and talking', 'start': 1443.6, 'duration': 2.559}
{'text': 'sarcastic and really slowly and', 'start': 1445.039, 'duration': 2.0}
{'text': 'repeating yourself and talking about how', 'start': 1446.159, 'duration': 1.601}
{'text': 'you only believe what you see on the', 'start': 1447.039, 'duration': 1.76}
{'text': 'internet because no one really gives a', 'start': 1447.76, 'duration': 2.64}
{'text': "[\xa0__\xa0] and it's boring so let's move on to", 'start': 1448.799, 'duration': 2.961}
{'text': "some fun let's get the tempo up i've", 'start': 1450.4, 'duration': 2.399}
{'text': 'just told you i hate you we do an', 'start': 1451.76, 'duration': 2.0}
{'text': 'affiliate program you can find out more', 'start': 1452.799, 'duration': 2.161}
{'text': 'incorporated.', 'start': 1453.76, 'duration': 3.279}
{'text': 'no it is so okay so it is a multi-level', 'start': 1454.96, 'duration': 3.52}
{'text': 'marketing scheme got it i just wanted to', 'start': 1457.039, 'duration': 3.041}
{'text': 'figure out if it was a truly a pyramid', 'start': 1458.48, 'duration': 3.12}
{'text': 'scheme it would be inappropriate of me', 'start': 1460.08, 'duration': 3.12}
{'text': "to assume that it's a pyramid scheme", 'start': 1461.6, 'duration': 4.959}
{'text': 'without having you explain it uh in such', 'start': 1463.2, 'duration': 5.12}
{'text': 'terms but thank you', 'start': 1466.559, 'duration': 2.881}
{'text': 'all right whatever whatever you guys', 'start': 1468.32, 'duration': 2.64}
{'text': "want to talk about i'm game", 'start': 1469.44, 'duration': 2.64}
{'text': "you're welcome to affiliate anytime you", 'start': 1470.96, 'duration': 2.56}
{'text': 'like friends no problem yeah all right', 'start': 1472.08, 'duration': 3.12}
{'text': "so let's move on because this dude is", 'start': 1473.52, 'duration': 3.2}
{'text': "he's lame my friends", 'start': 1475.2, 'duration': 3.04}
{'text': "yeah i appreciate you coming we're gonna", 'start': 1476.72, 'duration': 2.72}
{'text': 'bring in another guest though all right', 'start': 1478.24, 'duration': 3.2}
{'text': "peace boys have fun andrew i'm always", 'start': 1479.44, 'duration': 3.28}
{'text': 'open to talk to you my friend if you', 'start': 1481.44, 'duration': 2.239}
{'text': 'would like to', 'start': 1482.72, 'duration': 2.0}
{'text': 'conversation', 'start': 1483.679, 'duration': 3.281}
{'text': 'thank you', 'start': 1484.72, 'duration': 2.24}
{'text': 'that was [\xa0__\xa0] jesus christ', 'start': 1487.6, 'duration': 4.48}
{'text': 'okay um', 'start': 1492.24, 'duration': 3.36}
{'text': "i don't know what to say damn okay so", 'start': 1493.919, 'duration': 3.681}
{'text': 'tate is actually super easy and it gets', 'start': 1495.6, 'duration': 5.92}
{'text': "rattled incredibly easy but there's", 'start': 1497.6, 'duration': 7.439}
{'text': 'that was pretty disappointing jesus', 'start': 1501.52, 'duration': 4.8}
{'text': "i guess i shouldn't say disappointing as", 'start': 1505.039, 'duration': 2.961}
{'text': 'much as i hate a song probably want him', 'start': 1506.32, 'duration': 3.52}
{'text': 'to win over tate it was disappointing', 'start': 1508.0, 'duration': 3.2}
{'text': "that it wasn't very entertaining i", 'start': 1509.84, 'duration': 2.719}
{'text': 'thought we could see some fireworks', 'start': 1511.2, 'duration': 3.44}
{'text': 'instead of just like a tank rolling over', 'start': 1512.559, 'duration': 3.36}
{'text': 'some dude', 'start': 1514.64, 'duration': 3.76}
{'text': 'oh dan wanted to say something', 'start': 1515.919, 'duration': 3.841}
{'text': 'oh', 'start': 1518.4, 'duration': 2.48}
{'text': 'hello', 'start': 1519.76, 'duration': 2.96}
{'text': 'what up king', 'start': 1520.88, 'duration': 2.96}
{'text': "i don't know if we can call each other", 'start': 1522.72, 'duration': 3.52}
{'text': 'that feels like a black thing oh sorry', 'start': 1523.84, 'duration': 4.719}
{'text': 'listen', 'start': 1526.24, 'duration': 4.88}
{'text': 'i think i just i felt something just now', 'start': 1528.559, 'duration': 3.681}
{'text': 'this last', 'start': 1531.12, 'duration': 3.76}
{'text': 'half hour and i think chat felt it too', 'start': 1532.24, 'duration': 4.4}
{'text': 'if you know you know the vibe that i', 'start': 1534.88, 'duration': 2.96}
{'text': 'have right now', 'start': 1536.64, 'duration': 3.519}
{'text': "what's the vibe i think that i can fix", 'start': 1537.84, 'duration': 4.88}
{'text': 'and ship you and hassan', 'start': 1540.159, 'duration': 4.561}
{'text': 'absolutely not you know what you know', 'start': 1542.72, 'duration': 4.88}
{'text': 'why yeah because', 'start': 1544.72, 'duration': 4.959}
{'text': "at the end of the day i think it's", 'start': 1547.6, 'duration': 5.52}
{'text': 'possible you know i i think', 'start': 1549.679, 'duration': 5.441}
{'text': 'you know what it comes down to okay you', 'start': 1553.12, 'duration': 4.159}
{'text': 'just have to like recognize what hassan', 'start': 1555.12, 'duration': 4.08}
{'text': "is good at and where he's funny at and", 'start': 1557.279, 'duration': 3.361}
{'text': 'what he does really well and i think you', 'start': 1559.2, 'duration': 3.76}
{'text': "can see that stuff and just don't you", 'start': 1560.64, 'duration': 4.32}
{'text': "know i can't hold my tongue when people", 'start': 1562.96, 'duration': 4.24}
{'text': 'say dumb [\xa0__\xa0] you gotta you have to you', 'start': 1564.96, 'duration': 4.56}
{'text': 'do you say you hold your tongue you know', 'start': 1567.2, 'duration': 4.32}
{'text': "you absolutely can't i absolutely can't", 'start': 1569.52, 'duration': 2.88}
{'text': 'do that', 'start': 1571.52, 'duration': 2.96}
{'text': "listen i'm not saying it's gonna be easy", 'start': 1572.4, 'duration': 5.279}
{'text': "i'm just saying like i feel like", 'start': 1574.48, 'duration': 5.28}
{'text': 'i feel like the foundations are still', 'start': 1577.679, 'duration': 5.201}
{'text': 'there you know i', 'start': 1579.76, 'duration': 6.159}
{'text': 'sometimes the best friendships', 'start': 1582.88, 'duration': 5.279}
{'text': 'they go through these harsh periods of', 'start': 1585.919, 'duration': 4.64}
{'text': 'inactivity i just i feel', 'start': 1588.159, 'duration': 3.841}
{'text': 'like it could happen you know and', 'start': 1590.559, 'duration': 4.0}
{'text': "hassan's funny you know and he has that", 'start': 1592.0, 'duration': 5.279}
{'text': 'appeal and he', 'start': 1594.559, 'duration': 5.6}
{'text': 'has moved the uh okay did you come here', 'start': 1597.279, 'duration': 4.081}
{'text': 'for anything else are we playing this', 'start': 1600.159, 'duration': 2.961}
{'text': "one all right i'm sorry i'm sorry too", 'start': 1601.36, 'duration': 3.52}
{'text': 'much for too much for right now okay', 'start': 1603.12, 'duration': 4.08}
{'text': 'just just keep it in the back your mind', 'start': 1604.88, 'duration': 4.32}
{'text': 'entertains us somebody will call machine', 'start': 1607.2, 'duration': 4.16}
{'text': 'is 18. you know like if you ever once', 'start': 1609.2, 'duration': 3.52}
{'text': "you're 18", 'start': 1611.36, 'duration': 3.84}
{'text': 'if you want to get yourself a real man', 'start': 1612.72, 'duration': 3.92}
{'text': 'i know a guy', 'start': 1615.2, 'duration': 2.719}
{'text': 'you do', 'start': 1616.64, 'duration': 4.72}
{'text': 'i do yeah i do know a guy who is it what', 'start': 1617.919, 'duration': 4.801}
{'text': "it's a it's a long story i can't tell", 'start': 1621.36, 'duration': 2.96}
{'text': "you exactly who because there's bad", 'start': 1622.72, 'duration': 2.959}
{'text': 'things about the [\xa0__\xa0] out of the room yo', 'start': 1624.32, 'duration': 2.8}
{'text': "there's no [\xa0__\xa0] way you just said", 'start': 1625.679, 'duration': 2.88}
{'text': 'that no no no i actually overheard that', 'start': 1627.12, 'duration': 3.2}
{'text': 'the fact that you said that [\xa0__\xa0] is', 'start': 1628.559, 'duration': 3.761}
{'text': "crazy that's up you were dead as being a", 'start': 1630.32, 'duration': 3.68}
{'text': 'w [\xa0__\xa0] wingman and the fact that you', 'start': 1632.32, 'duration': 2.88}
{'text': 'come in and say that [\xa0__\xa0] is actually', 'start': 1634.0, 'duration': 3.76}
{'text': '[\xa0__\xa0] up like yo go ahead bro if you', 'start': 1635.2, 'duration': 4.24}
{'text': 'want to go if you want to go 18 no', 'start': 1637.76, 'duration': 3.68}
{'text': "that's weird that is pretty weird", 'start': 1639.44, 'duration': 4.08}
{'text': 'this guy is so threatened this guy is', 'start': 1641.44, 'duration': 3.52}
{'text': "creepy but this dude is like he's", 'start': 1643.52, 'duration': 3.68}
{'text': 'actually like worried', 'start': 1644.96, 'duration': 4.319}
{'text': 'oh no', 'start': 1647.2, 'duration': 4.079}
{'text': "she's over here like you know what maybe", 'start': 1649.279, 'duration': 4.0}
{'text': 'i will oh no', 'start': 1651.279, 'duration': 3.12}
{'text': "because i know who you're talking about", 'start': 1653.279, 'duration': 2.64}
{'text': 'right now you you said once you turned', 'start': 1654.399, 'duration': 3.28}
{'text': '18 you would fly out to [\xa0__\xa0] romania', 'start': 1655.919, 'duration': 3.201}
{'text': 'and [\xa0__\xa0] that is weird that is', 'start': 1657.679, 'duration': 2.961}
{'text': '[\xa0__\xa0] weird because', 'start': 1659.12, 'duration': 3.12}
{'text': 'listen listen listen', 'start': 1660.64, 'duration': 3.919}
{'text': "i'll take your [\xa0__\xa0] on your stream you", 'start': 1662.24, 'duration': 4.08}
{'text': 'messed it up my g you can have my', 'start': 1664.559, 'duration': 3.36}
{'text': "[\xa0__\xa0] sex [\xa0__\xa0] there's no way", 'start': 1666.32, 'duration': 3.76}
{'text': "you're talking about it", 'start': 1667.919, 'duration': 5.961}
{'text': 'all right you know', 'start': 1670.08, 'duration': 3.8}
