{'text': '[Music]', 'start': 0.76, 'duration': 3.17}
{'text': 'little bit of a tax cushion for you to', 'start': 2802.319, 'duration': 2.561}
{'text': "absorb some of that loss right we don't", 'start': 2803.52, 'duration': 2.64}
{'text': "want to we don't want to tax you on", 'start': 2804.88, 'duration': 2.64}
{'text': "revenue if you're losing money in your", 'start': 2806.16, 'duration': 2.64}
{'text': 'business', 'start': 2807.52, 'duration': 5.839}
{'text': 'um what was trump reinvesting', 'start': 2808.8, 'duration': 4.559}
{'text': 'trump trump is the ultimate example', 'start': 2813.52, 'duration': 7.68}
{'text': 'of simulacra okay trump used his', 'start': 2816.88, 'duration': 7.199}
{'text': 'his vision of a businessman to get on', 'start': 2821.2, 'duration': 4.08}
{'text': 'the apprentice', 'start': 2824.079, 'duration': 3.121}
{'text': 'as a businessman so that he could get', 'start': 2825.28, 'duration': 3.36}
{'text': 'paid tons of money', 'start': 2827.2, 'duration': 3.28}
{'text': 'to go invest in his failing businesses', 'start': 2828.64, 'duration': 3.04}
{'text': 'as a failed businessman', 'start': 2830.48, 'duration': 2.96}
{'text': 'so trump was a failing businessman that', 'start': 2831.68, 'duration': 3.28}
{'text': 'looked like a successful businessman', 'start': 2833.44, 'duration': 3.52}
{'text': 'that got on a show where he pretended to', 'start': 2834.96, 'duration': 3.2}
{'text': 'be a successful businessman so that he', 'start': 2836.96, 'duration': 2.399}
{'text': 'could get enough money', 'start': 2838.16, 'duration': 5.04}
{'text': 'to capitally invest in the losses of all', 'start': 2839.359, 'duration': 6.081}
{'text': 'of his currently running businesses', 'start': 2843.2, 'duration': 4.24}
{'text': "that's mind-blowing to me that's very", 'start': 2845.44, 'duration': 3.84}
{'text': '[\xa0__\xa0] funny um', 'start': 2847.44, 'duration': 3.76}
{'text': "yeah that's just it's very funny to me", 'start': 2849.28, 'duration': 3.52}
{'text': 'um trump', 'start': 2851.2, 'duration': 3.359}
{'text': "from the appearance it's impossible to", 'start': 2852.8, 'duration': 3.68}
{'text': 'say exactly i think um', 'start': 2854.559, 'duration': 3.361}
{'text': 'destiny you keep mixing and this is how', 'start': 2856.48, 'duration': 2.8}
{'text': 'taxes work but this is how taxes should', 'start': 2857.92, 'duration': 2.48}
{'text': 'be if someone says trump', 'start': 2859.28, 'duration': 2.64}
{'text': "should pay more taxes than them they're", 'start': 2860.4, 'duration': 2.719}
{'text': 'not making claim about tax law yeah but', 'start': 2861.92, 'duration': 2.0}
{'text': "usually they're just dumb they just", 'start': 2863.119, 'duration': 1.841}
{'text': "don't know how taxes work", 'start': 2863.92, 'duration': 2.48}
{'text': "um and they don't know how taxes should", 'start': 2864.96, 'duration': 3.28}
{'text': "work we don't want to take a business", 'start': 2866.4, 'duration': 4.159}
{'text': "owner that's lost five million dollars", 'start': 2868.24, 'duration': 4.72}
{'text': 'and force them to pay taxes on negative', 'start': 2870.559, 'duration': 3.841}
{'text': 'money why would you do that', 'start': 2872.96, 'duration': 2.56}
{'text': 'why would i make why would you make', 'start': 2874.4, 'duration': 3.28}
{'text': 'somebody pay taxes on negative money', 'start': 2875.52, 'duration': 3.599}
{'text': "that's crazy we don't want them to do", 'start': 2877.68, 'duration': 3.04}
{'text': "that that's [\xa0__\xa0] right", 'start': 2879.119, 'duration': 3.361}
{'text': 'um does the trump tax stuff break the', 'start': 2880.72, 'duration': 3.599}
{'text': "law well that's what's being arguable in", 'start': 2882.48, 'duration': 3.76}
{'text': 'the irs with his capital carry forward', 'start': 2884.319, 'duration': 3.121}
{'text': 'with his total loss that he tried to', 'start': 2886.24, 'duration': 2.8}
{'text': "write off it doesn't seem like it but", 'start': 2887.44, 'duration': 2.639}
{'text': 'yeah', 'start': 2889.04, 'duration': 2.88}
{'text': 'where would i go to learn about taxes um', 'start': 2890.079, 'duration': 4.961}
{'text': 'well i learned all about taxes thanks to', 'start': 2891.92, 'duration': 5.52}
{'text': 'um not turbo tax h r block because the', 'start': 2895.04, 'duration': 3.92}
{'text': 'first time i filed tax as a streamer', 'start': 2897.44, 'duration': 2.8}
{'text': 'they handed me like a bill that was like', 'start': 2898.96, 'duration': 1.76}
{'text': '40', 'start': 2900.24, 'duration': 2.56}
{'text': "of my income and i was like oh we're not", 'start': 2900.72, 'duration': 3.839}
{'text': 'doing this and i learned a lot of it', 'start': 2902.8, 'duration': 2.88}
{'text': 'early on now i have somebody that', 'start': 2904.559, 'duration': 2.401}
{'text': "doesn't for me but", 'start': 2905.68, 'duration': 2.879}
{'text': 'why do i need to know how taxes work to', 'start': 2906.96, 'duration': 4.0}
{'text': 'know that 750 is dumb as [\xa0__\xa0]', 'start': 2908.559, 'duration': 5.28}
{'text': "okay let's say that you have here's an", 'start': 2910.96, 'duration': 4.32}
{'text': 'example', 'start': 2913.839, 'duration': 3.28}
{'text': "let's say that you have one million", 'start': 2915.28, 'duration': 3.039}
{'text': "dollars in your bank account you've", 'start': 2917.119, 'duration': 3.121}
{'text': 'saved up your money okay', 'start': 2918.319, 'duration': 3.441}
{'text': "let's say that you take this money and", 'start': 2920.24, 'duration': 3.359}
{'text': "let's say that you invest okay", 'start': 2921.76, 'duration': 4.24}
{'text': "let's say that you buy a business for a", 'start': 2923.599, 'duration': 4.48}
{'text': 'million dollars literally every goddamn', 'start': 2926.0, 'duration': 3.52}
{'text': '[\xa0__\xa0] dollar that you have', 'start': 2928.079, 'duration': 4.48}
{'text': "okay and then let's say", 'start': 2929.52, 'duration': 6.079}
{'text': "that you make okay let's say that you", 'start': 2932.559, 'duration': 3.601}
{'text': 'make', 'start': 2935.599, 'duration': 3.041}
{'text': 'like fifty thousand dollars in in in', 'start': 2936.16, 'duration': 3.84}
{'text': 'revenue from this business', 'start': 2938.64, 'duration': 5.439}
{'text': 'okay you are down 950', 'start': 2940.0, 'duration': 8.319}
{'text': '000 why the [\xa0__\xa0] would you pay taxes on', 'start': 2944.079, 'duration': 5.681}
{'text': 'this 50k in revenue', 'start': 2948.319, 'duration': 3.121}
{'text': "when you're not even profitable on your", 'start': 2949.76, 'duration': 4.16}
{'text': 'investment', 'start': 2951.44, 'duration': 2.48}
{'text': 'why would anybody make you do that', 'start': 2954.72, 'duration': 3.28}
{'text': "that's insane do you think it's fair", 'start': 2956.079, 'duration': 3.121}
{'text': 'that the tax codes in the u.s are', 'start': 2958.0, 'duration': 2.4}
{'text': 'complicated enough to essentially be a', 'start': 2959.2, 'duration': 2.8}
{'text': 'tax on people who are uneducated well', 'start': 2960.4, 'duration': 2.88}
{'text': "kind of i mean if you're a w2 earner", 'start': 2962.0, 'duration': 2.319}
{'text': "there's just not much you can do with", 'start': 2963.28, 'duration': 2.0}
{'text': 'taxes', 'start': 2964.319, 'duration': 2.641}
{'text': 'the revenue from the investment would be', 'start': 2965.28, 'duration': 3.36}
{'text': "capital gains right um if it's like a", 'start': 2966.96, 'duration': 3.119}
{'text': 'business a direct business investment i', 'start': 2968.64, 'duration': 2.4}
{'text': "think that's different than just invest", 'start': 2970.079, 'duration': 1.76}
{'text': 'in a company', 'start': 2971.04, 'duration': 1.76}
{'text': 'like if that was your last million', 'start': 2971.839, 'duration': 2.881}
{'text': "dollars you'd basically be 50 000 in", 'start': 2972.8, 'duration': 4.0}
{'text': "debt right well you'd be 950 000", 'start': 2974.72, 'duration': 4.56}
{'text': "well not in debt but like wouldn't small", 'start': 2976.8, 'duration': 3.6}
{'text': 'liquid wealth taxes encourage', 'start': 2979.28, 'duration': 2.72}
{'text': 'millionaires to invest', 'start': 2980.4, 'duration': 3.52}
{'text': 'like okay here is the problem with', 'start': 2982.0, 'duration': 3.52}
{'text': 'wealth taxes ready this is why wealth', 'start': 2983.92, 'duration': 2.56}
{'text': 'taxes suck', 'start': 2985.52, 'duration': 3.839}
{'text': 'okay number one wealth taxes are', 'start': 2986.48, 'duration': 3.92}
{'text': 'incredibly', 'start': 2989.359, 'duration': 3.281}
{'text': '[\xa0__\xa0] difficult okay a tax should be', 'start': 2990.4, 'duration': 3.36}
{'text': 'easy to understand', 'start': 2992.64, 'duration': 3.12}
{'text': "easy to levy easy to collect there's", 'start': 2993.76, 'duration': 3.28}
{'text': 'like three there i just made those three', 'start': 2995.76, 'duration': 2.4}
{'text': 'but generally like', 'start': 2997.04, 'duration': 3.68}
{'text': "a tax should be like a sales tax that's", 'start': 2998.16, 'duration': 3.76}
{'text': 'a really good tax', 'start': 3000.72, 'duration': 2.96}
{'text': "i go into a store something's ten", 'start': 3001.92, 'duration': 3.439}
{'text': "dollars there's a seven percent sales", 'start': 3003.68, 'duration': 2.24}
{'text': 'tax', 'start': 3005.359, 'duration': 3.76}
{'text': "70 cents right okay i understand it it's", 'start': 3005.92, 'duration': 4.72}
{'text': 'easy to understand when i go to pay the', 'start': 3009.119, 'duration': 2.96}
{'text': 'cash register i pay them 10', 'start': 3010.64, 'duration': 4.08}
{'text': '20 cents ah easy to pay and easy for the', 'start': 3012.079, 'duration': 3.52}
{'text': 'government to collect', 'start': 3014.72, 'duration': 2.56}
{'text': 'what a great tax sales tax are really', 'start': 3015.599, 'duration': 3.201}
{'text': 'nice for that reason now they might be', 'start': 3017.28, 'duration': 2.64}
{'text': "bad in other ways they're aggressive et", 'start': 3018.8, 'duration': 2.24}
{'text': 'cetera et cetera but', 'start': 3019.92, 'duration': 2.56}
{'text': 'in terms of like an easy to understand', 'start': 3021.04, 'duration': 2.799}
{'text': "easy click tax that's an awesome tax", 'start': 3022.48, 'duration': 2.32}
{'text': 'sales tax right', 'start': 3023.839, 'duration': 4.401}
{'text': 'a wealth tax okay the problem with', 'start': 3024.8, 'duration': 4.4}
{'text': 'wealth taxes', 'start': 3028.24, 'duration': 3.2}
{'text': "are okay i'm gonna tax you on a", 'start': 3029.2, 'duration': 3.2}
{'text': 'percentage', 'start': 3031.44, 'duration': 2.879}
{'text': "um i'm gonna tax you on a percentage of", 'start': 3032.4, 'duration': 3.439}
{'text': 'your income', 'start': 3034.319, 'duration': 2.881}
{'text': "i'm sorry not income on your total", 'start': 3035.839, 'duration': 3.601}
{'text': 'wealth okay well', 'start': 3037.2, 'duration': 4.639}
{'text': 'one how are we gonna value that okay', 'start': 3039.44, 'duration': 3.2}
{'text': "you're gonna come in and you're gonna", 'start': 3041.839, 'duration': 2.401}
{'text': 'try to value my will well guess what', 'start': 3042.64, 'duration': 3.04}
{'text': "[\xa0__\xa0] you're gonna praise", 'start': 3044.24, 'duration': 3.359}
{'text': 'every goddamn thing my saxophone that', 'start': 3045.68, 'duration': 3.6}
{'text': "summer sax in the closet oh that's like", 'start': 3047.599, 'duration': 2.321}
{'text': 'a 25', 'start': 3049.28, 'duration': 2.4}
{'text': "horn it doesn't work anymore okay well", 'start': 3049.92, 'duration': 3.199}
{'text': 'we fight over that like oh this keyboard', 'start': 3051.68, 'duration': 2.32}
{'text': 'is fifteen dollars like', 'start': 3053.119, 'duration': 2.641}
{'text': 'oh this like rare painting i have that i', 'start': 3054.0, 'duration': 3.119}
{'text': 'bought in an auction for a million that', 'start': 3055.76, 'duration': 2.88}
{'text': 'maybe it appreciated a 10 million', 'start': 3057.119, 'duration': 2.96}
{'text': 'actually i think it depreciated for 500k', 'start': 3058.64, 'duration': 3.28}
{'text': 'right you have to argue over', 'start': 3060.079, 'duration': 4.48}
{'text': 'there is so much [\xa0__\xa0] that goes into', 'start': 3061.92, 'duration': 4.24}
{'text': "evaluating a person's net worth", 'start': 3064.559, 'duration': 3.121}
{'text': "in every country where they've tried", 'start': 3066.16, 'duration': 2.72}
{'text': "people's net worth will like", 'start': 3067.68, 'duration': 2.32}
{'text': 'dramatically change', 'start': 3068.88, 'duration': 3.04}
{'text': 'after like a weltex goes in and then the', 'start': 3070.0, 'duration': 4.0}
{'text': 'promise it takes so many resources', 'start': 3071.92, 'duration': 4.56}
{'text': 'from a tax body to start to argue and', 'start': 3074.0, 'duration': 3.92}
{'text': 'fight over how to value [\xa0__\xa0]', 'start': 3076.48, 'duration': 2.96}
{'text': "it's just it's too much work it's not", 'start': 3077.92, 'duration': 3.6}
{'text': 'effective to levy that there are so many', 'start': 3079.44, 'duration': 3.04}
{'text': 'better ways', 'start': 3081.52, 'duration': 2.48}
{'text': 'that we could um that we could tax', 'start': 3082.48, 'duration': 3.92}
{'text': 'things also um', 'start': 3084.0, 'duration': 4.319}
{'text': 'also you get into weird places as well', 'start': 3086.4, 'duration': 3.199}
{'text': 'so like a lot of people look at bezos', 'start': 3088.319, 'duration': 3.52}
{'text': 'like oh we need to taxes', 'start': 3089.599, 'duration': 3.841}
{'text': "um taxing i'm sure well like let's say", 'start': 3091.839, 'duration': 2.881}
{'text': 'we put a five percent wealth tax on', 'start': 3093.44, 'duration': 3.36}
{'text': 'bezos are we gonna force somebody', 'start': 3094.72, 'duration': 4.639}
{'text': 'to liquidate shares in their business so', 'start': 3096.8, 'duration': 4.319}
{'text': 'that they can pay a wealth tax', 'start': 3099.359, 'duration': 3.441}
{'text': "that's really [\xa0__\xa0] strange i don't", 'start': 3101.119, 'duration': 3.121}
{'text': 'know if i like the idea of that', 'start': 3102.8, 'duration': 3.68}
{'text': "um let's say that you have a business", 'start': 3104.24, 'duration': 3.68}
{'text': "that's worth like a million dollars or", 'start': 3106.48, 'duration': 2.48}
{'text': '10 million dollars', 'start': 3107.92, 'duration': 2.56}
{'text': 'and now you have like a five percent', 'start': 3108.96, 'duration': 3.599}
{'text': 'wealth tax okay oh well [\xa0__\xa0] what if', 'start': 3110.48, 'duration': 3.359}
{'text': 'like 99', 'start': 3112.559, 'duration': 2.8}
{'text': 'of my net worth is wrapped up in my', 'start': 3113.839, 'duration': 3.121}
{'text': "business you're gonna force me to", 'start': 3115.359, 'duration': 3.441}
{'text': 'liquidate my shares', 'start': 3116.96, 'duration': 4.399}
{'text': 'so that i have to pay a tax like i', 'start': 3118.8, 'duration': 3.039}
{'text': "didn't even", 'start': 3121.359, 'duration': 2.801}
{'text': "that's that's not even i haven't", 'start': 3121.839, 'duration': 3.201}
{'text': 'realized', 'start': 3124.16, 'duration': 2.8}
{'text': 'that gain yet so the realization of a', 'start': 3125.04, 'duration': 3.68}
{'text': 'gain is after you sell an asset', 'start': 3126.96, 'duration': 3.52}
{'text': 'and you increase the rev you increase', 'start': 3128.72, 'duration': 3.119}
{'text': 'your wealth as a result if i', 'start': 3130.48, 'duration': 2.8}
{'text': 'if i have a million dollar stock it', 'start': 3131.839, 'duration': 2.961}
{'text': 'appreciates the two million value for me', 'start': 3133.28, 'duration': 3.12}
{'text': 'to realize that again i need to sell it', 'start': 3134.8, 'duration': 2.72}
{'text': 'and then i realize a 1 million dollar', 'start': 3136.4, 'duration': 1.6}
{'text': 'game all right', 'start': 3137.52, 'duration': 2.24}
{'text': "i haven't even i've even gotten money", 'start': 3138.0, 'duration': 4.0}
{'text': 'from my for my [\xa0__\xa0] uh for my', 'start': 3139.76, 'duration': 3.52}
{'text': 'business yet why the [\xa0__\xa0] would i', 'start': 3142.0, 'duration': 2.96}
{'text': "pay taxes on it it's not even my money", 'start': 3143.28, 'duration': 3.039}
{'text': "yet it's just an asset i have", 'start': 3144.96, 'duration': 2.72}
{'text': "um you're going to make me sell off", 'start': 3146.319, 'duration': 3.04}
{'text': 'parts of what i own just to pay you', 'start': 3147.68, 'duration': 2.399}
{'text': 'taxes', 'start': 3149.359, 'duration': 2.401}
{'text': "um that's not that's crazy that's not", 'start': 3150.079, 'duration': 2.801}
{'text': 'good why would you force somebody to do', 'start': 3151.76, 'duration': 1.68}
{'text': 'that', 'start': 3152.88, 'duration': 3.28}
{'text': 'way way better tax the income okay or', 'start': 3153.44, 'duration': 4.08}
{'text': 'make certain types of consumption taxes', 'start': 3156.16, 'duration': 2.24}
{'text': 'apply wealthy people', 'start': 3157.52, 'duration': 3.76}
{'text': 'high income tax good um if you want to', 'start': 3158.4, 'duration': 4.719}
{'text': 'bump up the capital gains tax', 'start': 3161.28, 'duration': 3.36}
{'text': 'yeah [\xa0__\xa0] bump up the capital gains', 'start': 3163.119, 'duration': 4.24}
{'text': 'tax i can right now', 'start': 3164.64, 'duration': 4.719}
{'text': "um so here's some crazy [\xa0__\xa0] some of you", 'start': 3167.359, 'duration': 3.841}
{'text': 'guys in chat made fifty thousand dollars', 'start': 3169.359, 'duration': 4.48}
{'text': "okay last year all right um you're going", 'start': 3171.2, 'duration': 3.28}
{'text': 'to have to pay', 'start': 3173.839, 'duration': 3.921}
{'text': 'on your 50 000 ordinary income', 'start': 3174.48, 'duration': 7.359}
{'text': 'tax rates usa', 'start': 3177.76, 'duration': 4.079}
{'text': "on your fifty thousand dollars you're", 'start': 3182.24, 'duration': 3.28}
{'text': 'going to have to pay an average of', 'start': 3184.24, 'duration': 2.96}
{'text': 'probably like', 'start': 3185.52, 'duration': 4.88}
{'text': 'maybe like 17 18 tax', 'start': 3187.2, 'duration': 5.84}
{'text': 'um and if you made more than that um', 'start': 3190.4, 'duration': 3.76}
{'text': "let's say that you made like a hundred", 'start': 3193.04, 'duration': 2.559}
{'text': "thousand dollars right it's going to be", 'start': 3194.16, 'duration': 2.72}
{'text': 'more that maybe like 20', 'start': 3195.599, 'duration': 3.921}
{'text': "you'll have to pay i sold amazon stock", 'start': 3196.88, 'duration': 4.479}
{'text': "and i made 50k off of that i'm only", 'start': 3199.52, 'duration': 2.88}
{'text': 'gonna have to pay 15', 'start': 3201.359, 'duration': 2.96}
{'text': 'a little bit less actually right because', 'start': 3202.4, 'duration': 3.04}
{'text': 'my 50k there', 'start': 3204.319, 'duration': 3.04}
{'text': 'is capital gains i get a whole separate', 'start': 3205.44, 'duration': 3.36}
{'text': 'set of tax brackets so if you want to', 'start': 3207.359, 'duration': 2.161}
{'text': 'talk about like', 'start': 3208.8, 'duration': 2.48}
{'text': "making more money maybe we don't just", 'start': 3209.52, 'duration': 3.28}
{'text': 'change ordinary income maybe the capital', 'start': 3211.28, 'duration': 2.559}
{'text': 'gains rate needs to go up a little bit', 'start': 3212.8, 'duration': 2.559}
{'text': "as well right maybe it's not fair that", 'start': 3213.839, 'duration': 3.28}
{'text': 'if you make a big sale of', 'start': 3215.359, 'duration': 3.841}
{'text': 'a capital asset like a stock maybe you', 'start': 3217.119, 'duration': 2.881}
{'text': 'should have to pay a little bit more in', 'start': 3219.2, 'duration': 2.159}
{'text': "tax today now i don't know how it would", 'start': 3220.0, 'duration': 2.96}
{'text': 'impact the market too much but', 'start': 3221.359, 'duration': 2.801}
{'text': "you know it's like a good it's a good", 'start': 3222.96, 'duration': 3.84}
{'text': 'thing to keep in mind', 'start': 3224.16, 'duration': 4.56}
{'text': 'um capital gains should be the same as', 'start': 3226.8, 'duration': 3.36}
{'text': "income i don't know about that because i", 'start': 3228.72, 'duration': 2.24}
{'text': "don't know how much that might", 'start': 3230.16, 'duration': 2.159}
{'text': 'discourage investment', 'start': 3230.96, 'duration': 3.2}
{'text': 'um so for instance i know that sweden', 'start': 3232.319, 'duration': 3.681}
{'text': 'has tried um', 'start': 3234.16, 'duration': 3.439}
{'text': 'oh what was bernie sanders talking about', 'start': 3236.0, 'duration': 3.2}
{'text': 'it certain types of', 'start': 3237.599, 'duration': 3.52}
{'text': "taxes related to speculation there's a", 'start': 3239.2, 'duration': 3.52}
{'text': "name for this there's a specific name", 'start': 3241.119, 'duration': 3.361}
{'text': 'for this', 'start': 3242.72, 'duration': 5.04}
{'text': 'um transaction taxes ftt', 'start': 3244.48, 'duration': 6.0}
{'text': 'financial transaction taxes i think um', 'start': 3247.76, 'duration': 3.68}
{'text': 'or investment', 'start': 3250.48, 'duration': 4.0}
{'text': "transaction taxes um i think it's ftt", 'start': 3251.44, 'duration': 4.32}
{'text': 'financial transactions', 'start': 3254.48, 'duration': 4.72}
{'text': 'it was horrible like 96 of the', 'start': 3255.76, 'duration': 4.96}
{'text': 'volume of the types of trades that were', 'start': 3259.2, 'duration': 2.879}
{'text': 'happening that this tax supply due', 'start': 3260.72, 'duration': 3.28}
{'text': 'completely vanished in in sweden and', 'start': 3262.079, 'duration': 2.881}
{'text': 'moved to the uk', 'start': 3264.0, 'duration': 2.88}
{'text': 'financial transaction taxes not good', 'start': 3264.96, 'duration': 3.359}
{'text': 'like super [\xa0__\xa0] yeah', 'start': 3266.88, 'duration': 2.959}
{'text': 'finance tax plan includes taxes', 'start': 3268.319, 'duration': 2.8}
{'text': 'long-term capital gains and qualified', 'start': 3269.839, 'duration': 2.48}
{'text': 'dividends at the ordinary income tax at', 'start': 3271.119, 'duration': 3.041}
{'text': 'a 39 income above 1 million and', 'start': 3272.319, 'duration': 3.52}
{'text': 'eliminates step up and basis for capital', 'start': 3274.16, 'duration': 2.56}
{'text': 'gains taxation', 'start': 3275.839, 'duration': 2.321}
{'text': "i don't know if taking capital gains up", 'start': 3276.72, 'duration': 3.2}
{'text': 'to ordinary income is good but i could', 'start': 3278.16, 'duration': 3.12}
{'text': 'definitely understand like an increase', 'start': 3279.92, 'duration': 2.56}
{'text': 'in the rates there for sure', 'start': 3281.28, 'duration': 2.88}
{'text': 'it never made sense to me why tax rates', 'start': 3282.48, 'duration': 3.04}
{'text': 'would be lower for investments than', 'start': 3284.16, 'duration': 2.08}
{'text': 'actual work', 'start': 3285.52, 'duration': 2.24}
{'text': 'one of the income such as passive so', 'start': 3286.24, 'duration': 2.96}
{'text': "here's the argument i don't know if i", 'start': 3287.76, 'duration': 2.4}
{'text': 'fully agree with this', 'start': 3289.2, 'duration': 2.72}
{'text': "but the argument is that let's say that", 'start': 3290.16, 'duration': 3.28}
{'text': 'i make 100 000', 'start': 3291.92, 'duration': 3.439}
{'text': 'cool i pay all my ordinary income tax on', 'start': 3293.44, 'duration': 3.919}
{'text': "it and my payroll tax so that's fica", 'start': 3295.359, 'duration': 5.121}
{'text': 'um so i pay federal state', 'start': 3297.359, 'duration': 5.44}
{'text': 'social security medicare okay my fica', 'start': 3300.48, 'duration': 4.319}
{'text': 'and my um state and federal okay', 'start': 3302.799, 'duration': 3.76}
{'text': 'awesome cool now i have like 70k left', 'start': 3304.799, 'duration': 3.841}
{'text': 'okay awesome i take that 50k', 'start': 3306.559, 'duration': 3.601}
{'text': "and i invest it in a stock let's say", 'start': 3308.64, 'duration': 3.04}
{'text': 'that that stock appreciates in value', 'start': 3310.16, 'duration': 3.76}
{'text': 'and then i withdraw it wait a second', 'start': 3311.68, 'duration': 4.159}
{'text': "you're gonna tax me on the appreciation", 'start': 3313.92, 'duration': 3.679}
{'text': 'of my money i already paid taxes on that', 'start': 3315.839, 'duration': 2.72}
{'text': 'money [\xa0__\xa0]', 'start': 3317.599, 'duration': 2.321}
{'text': "how are you gonna tax me again i've", 'start': 3318.559, 'duration': 3.28}
{'text': "already paid that's that's typically the", 'start': 3319.92, 'duration': 3.919}
{'text': 'argument for having a different', 'start': 3321.839, 'duration': 4.72}
{'text': 'tax treatment for um income that gains', 'start': 3323.839, 'duration': 3.201}
{'text': 'value', 'start': 3326.559, 'duration': 2.641}
{'text': "um i'm sorry for capital gain income", 'start': 3327.04, 'duration': 4.4}
{'text': 'versus normal like ordinary income', 'start': 3329.2, 'duration': 4.639}
{'text': "now i don't know if i buy that i feel", 'start': 3331.44, 'duration': 3.6}
{'text': 'like you could still bump those tax', 'start': 3333.839, 'duration': 1.921}
{'text': 'rates up', 'start': 3335.04, 'duration': 2.48}
{'text': 'and make up a lot of money but that', 'start': 3335.76, 'duration': 3.039}
{'text': "that's like the argument that's usually", 'start': 3337.52, 'duration': 1.76}
{'text': 'given', 'start': 3338.799, 'duration': 3.441}
{'text': 'um in response to that uh we have a', 'start': 3339.28, 'duration': 4.799}
{'text': 'wealth tax that taxes you based on', 'start': 3342.24, 'duration': 3.359}
{'text': 'houses you own if you have one house it', 'start': 3344.079, 'duration': 2.48}
{'text': 'is taxed at a certain percent but a', 'start': 3345.599, 'duration': 2.24}
{'text': 'second house is taxed higher than the', 'start': 3346.559, 'duration': 2.56}
{'text': 'first does that seem like a favorable', 'start': 3347.839, 'duration': 2.72}
{'text': "tax to have well that's not a wealth tax", 'start': 3349.119, 'duration': 3.601}
{'text': "it's like a type of property tax", 'start': 3350.559, 'duration': 3.681}
{'text': 'i guess you could argue property tax is', 'start': 3352.72, 'duration': 4.399}
{'text': 'a type of wealth tax maybe', 'start': 3354.24, 'duration': 4.559}
{'text': "don't you pay double tax on income tax", 'start': 3357.119, 'duration': 3.521}
{'text': 'and then sales tax yeah you do you do', 'start': 3358.799, 'duration': 3.52}
{'text': 'own a lot of taxes for sure', 'start': 3360.64, 'duration': 3.36}
{'text': 'could you also explain what other types', 'start': 3362.319, 'duration': 3.28}
{'text': 'well hold on', 'start': 3364.0, 'duration': 4.319}
{'text': "no i'll hold on [\xa0__\xa0] some tax code might", 'start': 3365.599, 'duration': 3.681}
{'text': 'call me out on that', 'start': 3368.319, 'duration': 4.401}
{'text': "actually technically i don't okay where", 'start': 3369.28, 'duration': 4.48}
{'text': 'are my tax people chat', 'start': 3372.72, 'duration': 4.24}
{'text': "i don't think you technically pay taxes", 'start': 3373.76, 'duration': 6.0}
{'text': 'on sales tax because as part of your', 'start': 3376.96, 'duration': 3.599}
{'text': 'standard', 'start': 3379.76, 'duration': 3.839}
{'text': "federal deduction that's included in", 'start': 3380.559, 'duration': 5.04}
{'text': 'hypothetically the money that you pay in', 'start': 3383.599, 'duration': 3.601}
{'text': 'sales tax i believe', 'start': 3385.599, 'duration': 3.681}
{'text': 'so for instance i think that if you take', 'start': 3387.2, 'duration': 3.52}
{'text': 'an itemized deduction', 'start': 3389.28, 'duration': 3.12}
{'text': "meaning you think that you've got more", 'start': 3390.72, 'duration': 3.2}
{'text': 'tax deductible income than what the', 'start': 3392.4, 'duration': 3.12}
{'text': 'standard federal exemption would allow', 'start': 3393.92, 'duration': 2.08}
{'text': 'for', 'start': 3395.52, 'duration': 2.64}
{'text': 'that as part of that itemized deduction', 'start': 3396.0, 'duration': 4.16}
{'text': 'you can include sales tax that you paid', 'start': 3398.16, 'duration': 3.28}
{'text': "so you don't have to pay", 'start': 3400.16, 'duration': 2.639}
{'text': 'taxes against money you already pay the', 'start': 3401.44, 'duration': 3.44}
{'text': "sales tax i believe that's i believe you", 'start': 3402.799, 'duration': 3.52}
{'text': 'do that on itemization', 'start': 3404.88, 'duration': 3.199}
{'text': "um somebody can correct me if i'm wrong", 'start': 3406.319, 'duration': 2.641}
{'text': "on that but i'm pretty sure that's how", 'start': 3408.079, 'duration': 3.121}
{'text': 'it works', 'start': 3408.96, 'duration': 2.24}
{'text': 'we know that wealth creates wealth why', 'start': 3411.359, 'duration': 2.641}
{'text': 'the [\xa0__\xa0] would we allow little trillions', 'start': 3412.559, 'duration': 2.641}
{'text': 'to exist and own our country 10 years', 'start': 3414.0, 'duration': 2.0}
{'text': 'because we were afraid of some', 'start': 3415.2, 'duration': 1.52}
{'text': 'inefficiencies', 'start': 3416.0, 'duration': 2.96}
{'text': "it's not about no shut the [\xa0__\xa0] up shut", 'start': 3416.72, 'duration': 3.92}
{'text': "up you're so [\xa0__\xa0] stupid okay", 'start': 3418.96, 'duration': 3.2}
{'text': 'stop with the [\xa0__\xa0] hate boner for', 'start': 3420.64, 'duration': 2.8}
{'text': 'billionaires most of you guys that hate', 'start': 3422.16, 'duration': 2.159}
{'text': '[\xa0__\xa0] billionaires', 'start': 3423.44, 'duration': 2.72}
{'text': 'your parents [\xa0__\xa0] make like 250k a', 'start': 3424.319, 'duration': 3.04}
{'text': 'year anyway okay [\xa0__\xa0] off with this', 'start': 3426.16, 'duration': 2.399}
{'text': 'billionaire [\xa0__\xa0] hatred', 'start': 3427.359, 'duration': 3.601}
{'text': 'okay think of effective ways to', 'start': 3428.559, 'duration': 3.52}
{'text': 'redistribute money', 'start': 3430.96, 'duration': 3.52}
