{'text': 'at least', 'start': 6.14, 'duration': 3.34}
{'text': 'I heard you say something about like oh', 'start': 5856.54, 'duration': 3.3}
{'text': "[\xa0__\xa0] women I I don't I don't respect", 'start': 5858.1, 'duration': 4.2}
{'text': 'women some [\xa0__\xa0] like that', 'start': 5859.84, 'duration': 5.04}
{'text': 'you did verbatim yeah oh if I did I', 'start': 5862.3, 'duration': 4.14}
{'text': 'imagine if I did I was probably joking', 'start': 5864.88, 'duration': 2.339}
{'text': 'but', 'start': 5866.44, 'duration': 4.38}
{'text': 'no well not in that context context of', 'start': 5867.219, 'duration': 5.46}
{'text': 'the clip', 'start': 5870.82, 'duration': 3.78}
{'text': 'oh no it was I watched the entire stream', 'start': 5872.679, 'duration': 3.781}
{'text': "oh no I'm sorry what was the what was", 'start': 5874.6, 'duration': 5.72}
{'text': 'the um when did I say that comment', 'start': 5876.46, 'duration': 3.86}
{'text': 'um like which video right uh yeah', 'start': 5880.6, 'duration': 5.0}
{'text': 'you know what I sent it to you I I sent', 'start': 5886.179, 'duration': 4.141}
{'text': 'it to you on Instagram and I said we', 'start': 5888.639, 'duration': 2.781}
{'text': 'need to talk about this', 'start': 5890.32, 'duration': 2.28}
{'text': '[Music]', 'start': 5891.42, 'duration': 3.7}
{'text': "do you do you remember well I don't know", 'start': 5892.6, 'duration': 4.079}
{'text': "if I it's hard for me to watch it on my", 'start': 5895.12, 'duration': 2.34}
{'text': "phone that's why I get triggered when", 'start': 5896.679, 'duration': 3.121}
{'text': 'you send me voice things okay', 'start': 5897.46, 'duration': 3.96}
{'text': "um I'm sorry I won't do it anymore I", 'start': 5899.8, 'duration': 2.82}
{'text': "promise no it's okay but it's hard for", 'start': 5901.42, 'duration': 2.279}
{'text': 'me to like listen to [\xa0__\xa0] on my phone', 'start': 5902.62, 'duration': 1.98}
{'text': 'because then I gotta like find a quiet', 'start': 5903.699, 'duration': 3.181}
{'text': "place I've got to stop I gotta listen", 'start': 5904.6, 'duration': 4.92}
{'text': "um okay wait I've got", 'start': 5906.88, 'duration': 3.72}
{'text': 'do you wanna have a short conversation', 'start': 5909.52, 'duration': 2.159}
{'text': 'with another with a member of my', 'start': 5910.6, 'duration': 2.579}
{'text': "community he's the moderator of my", 'start': 5911.679, 'duration': 3.121}
{'text': "subreddit so he's a trustworthy guy he's", 'start': 5913.179, 'duration': 2.641}
{'text': 'not gonna be', 'start': 5914.8, 'duration': 2.64}
{'text': 'crazy', 'start': 5915.82, 'duration': 4.68}
{'text': "yeah that's fine I I trust you so okay", 'start': 5917.44, 'duration': 5.16}
{'text': "I'm good I trust this guy okay hold on", 'start': 5920.5, 'duration': 3.3}
{'text': "I'm gonna I'm gonna throw him into this", 'start': 5922.6, 'duration': 2.22}
{'text': "call it's gonna start another one real", 'start': 5923.8, 'duration': 4.26}
{'text': 'quick okay okay and then actually hold', 'start': 5924.82, 'duration': 4.379}
{'text': "on give me one sec and then I'll start", 'start': 5928.06, 'duration': 2.639}
{'text': 'this call hold on one second sorry my', 'start': 5929.199, 'duration': 2.701}
{'text': 'wife is gone from like a trip let me see', 'start': 5930.699, 'duration': 2.281}
{'text': 'her real quick', 'start': 5931.9, 'duration': 3.56}
{'text': 'okay', 'start': 5932.98, 'duration': 2.48}
{'text': 'any who', 'start': 5935.98, 'duration': 2.78}
{'text': 'so everybody still hate me oh God', 'start': 5939.58, 'duration': 5.3}
{'text': 'tell him', 'start': 5942.1, 'duration': 2.78}
{'text': 'oh I would love to talk to Abba I would', 'start': 5955.12, 'duration': 4.74}
{'text': 'live to talk to Abba what do you mean', 'start': 5957.28, 'duration': 5.34}
{'text': 'love it he could get the smoke too of', 'start': 5959.86, 'duration': 5.0}
{'text': 'course', 'start': 5962.62, 'duration': 2.24}
{'text': 'listen guys in the chat keep them in the', 'start': 5969.699, 'duration': 6.361}
{'text': "chat it's probably not like", 'start': 5971.92, 'duration': 7.44}
{'text': "for it it's it's not smart for you to", 'start': 5976.06, 'duration': 5.28}
{'text': "say oh someone hurt her she's been hurt", 'start': 5979.36, 'duration': 3.48}
{'text': 'like', 'start': 5981.34, 'duration': 3.299}
{'text': 'I mean in the context of this', 'start': 5982.84, 'duration': 3.12}
{'text': 'conversation black men are hurting', 'start': 5984.639, 'duration': 2.941}
{'text': "everybody including themselves so let's", 'start': 5985.96, 'duration': 3.12}
{'text': 'not do that', 'start': 5987.58, 'duration': 3.42}
{'text': 'they hurt their communities they hurt', 'start': 5989.08, 'duration': 3.599}
{'text': 'the women they hurt the children they', 'start': 5991.0, 'duration': 4.44}
{'text': "toe tag each other like let's not do", 'start': 5992.679, 'duration': 6.741}
{'text': "that that's the reality", 'start': 5995.44, 'duration': 3.98}
{'text': "he's been hurt oh who hurt you", 'start': 5999.82, 'duration': 4.98}
{'text': 'oh my God black men are hurting', 'start': 6003.12, 'duration': 3.78}
{'text': 'everybody what do you mean', 'start': 6004.8, 'duration': 4.08}
{'text': "I don't deal with them so I'm good like", 'start': 6006.9, 'duration': 4.56}
{'text': "I'm I'm impervious to to to the black", 'start': 6008.88, 'duration': 5.04}
{'text': "male degeneracy I'm impervious to it I'm", 'start': 6011.46, 'duration': 4.699}
{'text': 'good', 'start': 6013.92, 'duration': 2.239}
{'text': 'but again the whole who hurt you', 'start': 6024.719, 'duration': 4.92}
{'text': "doesn't really work", 'start': 6027.48, 'duration': 4.14}
{'text': 'because even if somebody says Hey black', 'start': 6029.639, 'duration': 5.641}
{'text': "men hurt me it doesn't negate the truth", 'start': 6031.62, 'duration': 5.22}
{'text': "doesn't take away from the fact that", 'start': 6035.28, 'duration': 3.899}
{'text': 'yikes black men are the ones doing the', 'start': 6036.84, 'duration': 4.64}
{'text': 'hurting', 'start': 6039.179, 'duration': 2.301}
{'text': 'okay', 'start': 6043.08, 'duration': 5.36}
{'text': 'oh boy', 'start': 6045.78, 'duration': 2.66}
{'text': 'oh man', 'start': 6049.08, 'duration': 3.78}
{'text': "people are saying you're wild and is", 'start': 6050.88, 'duration': 3.96}
{'text': 'that true', 'start': 6052.86, 'duration': 5.0}
{'text': 'wait can you still hear me', 'start': 6054.84, 'duration': 3.02}
{'text': "oh I hope this didn't [\xa0__\xa0] it up", 'start': 6058.8, 'duration': 3.379}
{'text': 'have I just sent me I think I was out', 'start': 6071.58, 'duration': 3.9}
{'text': 'partying okay', 'start': 6073.5, 'duration': 5.3}
{'text': "I'm bringing on forethought", 'start': 6075.48, 'duration': 3.32}
{'text': 'fourth I pick up', 'start': 6080.04, 'duration': 3.02}
{'text': "what's up", 'start': 6092.219, 'duration': 3.781}
{'text': 'uh are you okay little buddy', 'start': 6093.96, 'duration': 3.84}
{'text': 'listen dude', 'start': 6096.0, 'duration': 4.02}
{'text': "I'm heated all right I'm a little heated", 'start': 6097.8, 'duration': 5.58}
{'text': 'but uh what are you heated about my', 'start': 6100.02, 'duration': 4.86}
{'text': "it's just um", 'start': 6103.38, 'duration': 3.54}
{'text': 'this interesting pattern that I notice', 'start': 6104.88, 'duration': 6.359}
{'text': 'is that when black women overcome hold', 'start': 6106.92, 'duration': 7.04}
{'text': 'on hold on hold on', 'start': 6111.239, 'duration': 2.721}
{'text': "I'm gonna add another black person okay", 'start': 6114.36, 'duration': 5.16}
{'text': 'is that okay', 'start': 6117.179, 'duration': 4.5}
{'text': "yeah go for it I'm good okay I can't her", 'start': 6119.52, 'duration': 4.679}
{'text': 'here on Anna whatever the [\xa0__\xa0] her name', 'start': 6121.679, 'duration': 4.04}
{'text': 'is anymore hopefully she starts talking', 'start': 6124.199, 'duration': 4.321}
{'text': '[\xa0__\xa0] no why did she oh God Anna if', 'start': 6125.719, 'duration': 4.201}
{'text': "you're trying to talk", 'start': 6128.52, 'duration': 3.599}
{'text': "honestly I really can't stay on the call", 'start': 6129.92, 'duration': 3.58}
{'text': "okay I don't know why you even offered", 'start': 6132.119, 'duration': 4.761}
{'text': "to call that leave I'm sorry I love you", 'start': 6133.5, 'duration': 3.38}
{'text': 'bye I love you bye', 'start': 6140.84, 'duration': 5.44}
{'text': "what happened there's there's a black", 'start': 6143.76, 'duration': 4.02}
{'text': 'woman here and she is attacking the', 'start': 6146.28, 'duration': 3.3}
{'text': "whole black community and I can't mount", 'start': 6147.78, 'duration': 3.48}
{'text': 'oh now she left', 'start': 6149.58, 'duration': 3.68}
{'text': 'oh listen listen', 'start': 6151.26, 'duration': 4.439}
{'text': 'to black women if she says the black', 'start': 6153.26, 'duration': 4.959}
{'text': 'trash disagree and walk away because', 'start': 6155.699, 'duration': 5.54}
{'text': 'black women are not wrong', 'start': 6158.219, 'duration': 5.821}
{'text': "he's doing it okay stop I believe poor", 'start': 6161.239, 'duration': 3.88}
{'text': "thought you're here for a serious", 'start': 6164.04, 'duration': 3.139}
{'text': "discussion they're never wrong", 'start': 6165.119, 'duration': 4.5}
{'text': 'no hold on hold on black women are', 'start': 6167.179, 'duration': 5.201}
{'text': 'affected by misogyny and racism they are', 'start': 6169.619, 'duration': 4.381}
{'text': 'three layers deeper than you in terms of', 'start': 6172.38, 'duration': 3.66}
{'text': 'prejudice so anything they say is always', 'start': 6174.0, 'duration': 4.08}
{'text': "accurate all right if she says I'm a pig", 'start': 6176.04, 'duration': 4.679}
{'text': "oink oink and she's just a racist get", 'start': 6178.08, 'duration': 4.26}
{'text': "your Pitchfork and it's the end of the", 'start': 6180.719, 'duration': 3.541}
{'text': "story okay well if you're gonna", 'start': 6182.34, 'duration': 3.54}
{'text': "patronize me then we're gonna have a", 'start': 6184.26, 'duration': 4.399}
{'text': "problem why don't you", 'start': 6185.88, 'duration': 2.779}
{'text': 'flushing or something can you hear that', 'start': 6188.84, 'duration': 4.66}
{'text': "that's music okay I believe I don't know", 'start': 6191.04, 'duration': 5.159}
{'text': "why you joined I believe I believe I'm", 'start': 6193.5, 'duration': 3.5}
{'text': 'sorry', 'start': 6196.199, 'duration': 3.48}
{'text': 'he snuck in here I believe get out leave', 'start': 6197.0, 'duration': 4.6}
{'text': "Abba you're being a poor thank you okay", 'start': 6199.679, 'duration': 3.721}
{'text': "forethought okay I'm sorry I don't know", 'start': 6201.6, 'duration': 2.9}
{'text': 'how you got it', 'start': 6203.4, 'duration': 3.66}
{'text': "he didn't want to smoke yeah okay that", 'start': 6204.5, 'duration': 4.9}
{'text': 'was my anger translator Okay no Okay', 'start': 6207.06, 'duration': 5.04}
{'text': 'four thought is our more more reasonable', 'start': 6209.4, 'duration': 3.96}
{'text': 'representative of black community okay', 'start': 6212.1, 'duration': 4.38}
{'text': 'go ahead so no I think I think Abby is', 'start': 6213.36, 'duration': 6.66}
{'text': "actually is pretty apt okay let's just", 'start': 6216.48, 'duration': 6.12}
{'text': 'we gotta please okay talk to forethought', 'start': 6220.02, 'duration': 4.5}
{'text': "he's a good guy okay for that what's", 'start': 6222.6, 'duration': 4.619}
{'text': 'going on talk to me give me a second', 'start': 6224.52, 'duration': 5.04}
{'text': 'it just seems like when black women', 'start': 6227.219, 'duration': 4.381}
{'text': 'overcome any sort of discrimination or', 'start': 6229.56, 'duration': 3.84}
{'text': 'victims of any sort of discrimination', 'start': 6231.6, 'duration': 6.72}
{'text': 'you are very happy to either put that on', 'start': 6233.4, 'duration': 7.98}
{'text': 'a system such as patriarchy or ascribe', 'start': 6238.32, 'duration': 5.339}
{'text': 'the positives entirely to the nature of', 'start': 6241.38, 'duration': 4.2}
{'text': 'black women themselves which is just', 'start': 6243.659, 'duration': 4.5}
{'text': 'really odd because when you say like', 'start': 6245.58, 'duration': 4.079}
{'text': 'black men do better black men do better', 'start': 6248.159, 'duration': 3.661}
{'text': 'when you were asked like hey what should', 'start': 6249.659, 'duration': 3.781}
{'text': "they do you just didn't want to engage", 'start': 6251.82, 'duration': 4.14}
{'text': "with that at all I'm super curious what", 'start': 6253.44, 'duration': 4.32}
{'text': 'else is there', 'start': 6255.96, 'duration': 3.48}
{'text': "I didn't want to engage with it because", 'start': 6257.76, 'duration': 5.459}
{'text': "again if we can't concede and come to a", 'start': 6259.44, 'duration': 5.16}
{'text': 'meeting of the minds as to what the', 'start': 6263.219, 'duration': 3.661}
{'text': "issue is there's no we're never going to", 'start': 6264.6, 'duration': 4.32}
{'text': "come to a solution so what's the point", 'start': 6266.88, 'duration': 3.779}
{'text': 'what do you think the principal issue is', 'start': 6268.92, 'duration': 4.14}
{'text': "that people don't agree on", 'start': 6270.659, 'duration': 5.04}
{'text': 'people as in black men and black women', 'start': 6273.06, 'duration': 4.44}
{'text': 'sure', 'start': 6275.699, 'duration': 4.381}
{'text': 'who accountability black men are saying', 'start': 6277.5, 'duration': 4.679}
{'text': 'women need to be accountable black women', 'start': 6280.08, 'duration': 3.18}
{'text': 'are saying black men need to be', 'start': 6282.179, 'duration': 3.661}
{'text': 'accountable I think both I think both', 'start': 6283.26, 'duration': 4.859}
{'text': "are right I think there's truth to both", 'start': 6285.84, 'duration': 4.799}
{'text': 'both of those positions but ultimately I', 'start': 6288.119, 'duration': 4.921}
{'text': "think if we're talking about", 'start': 6290.639, 'duration': 3.54}
{'text': 'um what needs to be done in the black', 'start': 6293.04, 'duration': 2.28}
{'text': 'community', 'start': 6294.179, 'duration': 5.341}
{'text': "we're looking to men to take to take", 'start': 6295.32, 'duration': 7.28}
{'text': "initiative because they're not", 'start': 6299.52, 'duration': 3.08}
{'text': 'in what way specifically are black men', 'start': 6302.639, 'duration': 5.941}
{'text': 'not taking initiative like is it they', 'start': 6305.34, 'duration': 5.94}
{'text': "aren't working hard enough they aren't", 'start': 6308.58, 'duration': 5.579}
{'text': 'going for kind of paying jobs yeah all', 'start': 6311.28, 'duration': 4.68}
{'text': "of the above sure they're not marrying", 'start': 6314.159, 'duration': 3.361}
{'text': "women they're not marrying they're women", 'start': 6315.96, 'duration': 3.3}
{'text': "enough they're not raising when you", 'start': 6317.52, 'duration': 3.3}
{'text': "think they're women what do you mean", 'start': 6319.26, 'duration': 3.899}
{'text': 'black women why do they need to marry', 'start': 6320.82, 'duration': 3.54}
{'text': 'black women', 'start': 6323.159, 'duration': 3.781}
{'text': 'what do you mean but self-preservation', 'start': 6324.36, 'duration': 4.2}
{'text': 'why are you interested in preserving a', 'start': 6326.94, 'duration': 2.4}
{'text': 'race', 'start': 6328.56, 'duration': 3.179}
{'text': 'why not', 'start': 6329.34, 'duration': 4.799}
{'text': 'because it seems dumb', 'start': 6331.739, 'duration': 6.141}
{'text': 'that seems dumb really yes', 'start': 6334.139, 'duration': 3.741}
{'text': 'yes why is that', 'start': 6339.3, 'duration': 4.859}
{'text': "because it's it doesn't really mean a", 'start': 6342.0, 'duration': 5.699}
{'text': "lot to me so okay why okay so if I don't", 'start': 6344.159, 'duration': 4.98}
{'text': 'care what means a lot to you or what', 'start': 6347.699, 'duration': 3.48}
{'text': "doesn't mean a lot to you I'm telling", 'start': 6349.139, 'duration': 5.1}
{'text': "you that it isn't it is a no it's very", 'start': 6351.179, 'duration': 4.98}
{'text': 'normal for people who look like each', 'start': 6354.239, 'duration': 4.321}
{'text': "other to marry each other it's been like", 'start': 6356.159, 'duration': 5.101}
{'text': "that forever and it's still that way for", 'start': 6358.56, 'duration': 4.44}
{'text': 'most of most people in the world except', 'start': 6361.26, 'duration': 3.0}
{'text': 'for black men because if you look at the', 'start': 6363.0, 'duration': 3.119}
{'text': "rate that they're dating interracially", 'start': 6364.26, 'duration': 4.08}
{'text': "they're dating out the highest rate so I", 'start': 6366.119, 'duration': 3.901}
{'text': 'think if I can feel that way if I can', 'start': 6368.34, 'duration': 4.2}
{'text': "reframe what she's saying shut up shut", 'start': 6370.02, 'duration': 5.159}
{'text': 'up shut up shut up shut up shut up shut', 'start': 6372.54, 'duration': 6.36}
{'text': 'up shut up Stephen', 'start': 6375.179, 'duration': 3.721}
{'text': 'so', 'start': 6382.26, 'duration': 2.479}
{'text': 'are black women also not dating out', 'start': 6385.8, 'duration': 4.16}
{'text': 'no not not at the same rate and not', 'start': 6390.239, 'duration': 5.041}
{'text': 'nearly black women are dating out but', 'start': 6393.06, 'duration': 4.2}
{'text': "it's they're still overwhelmingly dating", 'start': 6395.28, 'duration': 3.899}
{'text': 'black men exclusively', 'start': 6397.26, 'duration': 4.26}
{'text': 'but yeah sure they are okay not as much', 'start': 6399.179, 'duration': 4.801}
{'text': 'as they should be', 'start': 6401.52, 'duration': 6.179}
{'text': 'should it like if black women are in are', 'start': 6403.98, 'duration': 6.06}
{'text': 'indeed these high earners these valuable', 'start': 6407.699, 'duration': 4.081}
{'text': 'people that are doing well for', 'start': 6410.04, 'duration': 3.36}
{'text': "themselves they're pulling themselves up", 'start': 6411.78, 'duration': 4.32}
{'text': 'by their bootstraps Etc why is it on', 'start': 6413.4, 'duration': 5.759}
{'text': 'them to date shitty black men when they', 'start': 6416.1, 'duration': 4.26}
{'text': 'can date', 'start': 6419.159, 'duration': 2.841}
{'text': 'cute Asian guys', 'start': 6420.36, 'duration': 4.68}
{'text': "why isn't it on black men to say we", 'start': 6422.0, 'duration': 4.54}
{'text': "should be better men because we're so", 'start': 6425.04, 'duration': 3.78}
{'text': "shitty I know like that's ignore that", 'start': 6426.54, 'duration': 3.48}
{'text': 'first time hold on hold on hold on one', 'start': 6428.82, 'duration': 2.48}
{'text': 'second one second one second one second', 'start': 6430.02, 'duration': 5.219}
{'text': "so unfortunately for you it's not that", 'start': 6431.3, 'duration': 5.68}
{'text': 'black men are just terrible Partners to', 'start': 6435.239, 'duration': 3.361}
{'text': "their black counterparts they're", 'start': 6436.98, 'duration': 3.12}
{'text': "terrible with white women they're", 'start': 6438.6, 'duration': 3.059}
{'text': "terrible with Asian women and they're", 'start': 6440.1, 'duration': 3.66}
{'text': 'terrible with Hispanic women as a matter', 'start': 6441.659, 'duration': 3.781}
{'text': 'of fact with white women they have a 200', 'start': 6443.76, 'duration': 4.08}
{'text': 'divorce rate so this is a problem that', 'start': 6445.44, 'duration': 3.9}
{'text': "black men need to remedy if they're", 'start': 6447.84, 'duration': 2.819}
{'text': 'going to have any success in any', 'start': 6449.34, 'duration': 3.12}
{'text': 'relationship with any race or culture', 'start': 6450.659, 'duration': 4.261}
{'text': 'ever in life okay', 'start': 6452.46, 'duration': 6.06}
{'text': "I'll I'll say I'll say that's true", 'start': 6454.92, 'duration': 5.759}
{'text': 'why do black men need to get married at', 'start': 6458.52, 'duration': 4.32}
{'text': 'all if they suck let them suck let why', 'start': 6460.679, 'duration': 3.841}
{'text': "can't black women", 'start': 6462.84, 'duration': 4.44}
{'text': 're produce outside of their race and get', 'start': 6464.52, 'duration': 4.619}
{'text': 'with the high value men that they want', 'start': 6467.28, 'duration': 4.08}
{'text': 'that they deserve why are you using the', 'start': 6469.139, 'duration': 5.401}
{'text': "word like okay high value men okay I'm", 'start': 6471.36, 'duration': 5.58}
{'text': 'just communicating in this like red pill', 'start': 6474.54, 'duration': 3.9}
{'text': "space that people talk about I don't", 'start': 6476.94, 'duration': 2.82}
{'text': 'give a [\xa0__\xa0] about this this is really', 'start': 6478.44, 'duration': 4.1}
{'text': 'right right silly', 'start': 6479.76, 'duration': 6.18}
{'text': "so you're asking me why don't I and and", 'start': 6482.54, 'duration': 4.78}
{'text': 'to be honest I think that black women', 'start': 6485.94, 'duration': 3.739}
{'text': 'should', 'start': 6487.32, 'duration': 2.359}
{'text': 'yeah absolutely they should', 'start': 6491.36, 'duration': 3.839}
{'text': 'okay so black men can just suck until', 'start': 6496.32, 'duration': 4.26}
{'text': 'they stop and then black women can date', 'start': 6499.139, 'duration': 4.5}
{'text': "them but I I just I don't think this has", 'start': 6500.58, 'duration': 5.46}
{'text': 'been revelatory and productive', 'start': 6503.639, 'duration': 4.621}
{'text': "yeah I'm just like it's really there's", 'start': 6506.04, 'duration': 4.679}
{'text': 'this really weird Schism I notice within', 'start': 6508.26, 'duration': 4.74}
{'text': 'the black community as a person of color', 'start': 6510.719, 'duration': 5.46}
{'text': 'myself that um there are black people', 'start': 6513.0, 'duration': 5.58}
{'text': 'that want all of black people to be a', 'start': 6516.179, 'duration': 3.841}
{'text': 'certain thing and that could be a', 'start': 6518.58, 'duration': 3.18}
{'text': 'certain race a certain culture a certain', 'start': 6520.02, 'duration': 3.78}
{'text': 'stereotype that', 'start': 6521.76, 'duration': 4.439}
{'text': "honestly I'm not perfect uh preferable", 'start': 6523.8, 'duration': 4.62}
{'text': "to and it's really like kind of", 'start': 6526.199, 'duration': 3.901}
{'text': "disgusting like I'm not gonna I'm not", 'start': 6528.42, 'duration': 3.299}
{'text': "gonna lie like you're kind of revolting", 'start': 6530.1, 'duration': 5.099}
{'text': "as a person Jesus um that yeah so I'm", 'start': 6531.719, 'duration': 5.101}
{'text': "not gonna get again I'm not gonna engage", 'start': 6535.199, 'duration': 3.96}
{'text': 'with you first of all second of all I', 'start': 6536.82, 'duration': 4.68}
{'text': "don't think that is unrealistic for", 'start': 6539.159, 'duration': 4.861}
{'text': 'women of any race to not want their men', 'start': 6541.5, 'duration': 5.58}
{'text': 'to be degenerate to want their men to uh', 'start': 6544.02, 'duration': 5.82}
{'text': 'to uphold and value family structures', 'start': 6547.08, 'duration': 5.039}
{'text': 'and family values and Community yeah', 'start': 6549.84, 'duration': 5.399}
{'text': 'that that is that that is repulsive I', 'start': 6552.119, 'duration': 5.421}
{'text': 'agree', 'start': 6555.239, 'duration': 2.301}
{'text': "this conversation's over", 'start': 6561.56, 'duration': 4.48}
{'text': "all right that's cool do you have any", 'start': 6564.3, 'duration': 3.8}
{'text': 'final thoughts for the audience', 'start': 6566.04, 'duration': 4.74}
{'text': 'off on the way out I told you I told you', 'start': 6568.1, 'duration': 4.84}
{'text': 'generate reprobate black men like go cry', 'start': 6570.78, 'duration': 5.16}
{'text': 'somewhere else sir bye', 'start': 6572.94, 'duration': 4.739}
{'text': 'oh my God', 'start': 6575.94, 'duration': 4.02}
{'text': "okay um well now I don't trust you", 'start': 6577.679, 'duration': 4.381}
{'text': "anymore because you're not a good judge", 'start': 6579.96, 'duration': 4.259}
{'text': "of character what he's a fight he's fine", 'start': 6582.06, 'duration': 5.34}
{'text': 'that is not good wait hold on hold on', 'start': 6584.219, 'duration': 5.281}
{'text': 'hold on', 'start': 6587.4, 'duration': 3.54}
{'text': "what do you mean I'm not a good judge of", 'start': 6589.5, 'duration': 2.34}
{'text': 'character', 'start': 6590.94, 'duration': 3.56}
{'text': "you said he's", 'start': 6591.84, 'duration': 2.66}
{'text': 'representative', 'start': 6595.5, 'duration': 2.6}
{'text': "I mean outside of I I wasn't really I", 'start': 6599.34, 'duration': 5.1}
{'text': "wasn't making any personal attacks he", 'start': 6602.46, 'duration': 5.04}
{'text': 'got personal with me first do we agree', 'start': 6604.44, 'duration': 4.32}
{'text': 'um', 'start': 6607.5, 'duration': 3.6}
{'text': 'oh no rewind the tape rewind it hold on', 'start': 6608.76, 'duration': 3.3}
{'text': "I'm trying to think of what you consider", 'start': 6611.1, 'duration': 2.639}
{'text': 'personal because I think his he started', 'start': 6612.06, 'duration': 5.159}
{'text': 'with saying that uh when black women uh', 'start': 6613.739, 'duration': 5.161}
{'text': 'like engage with a system they give like', 'start': 6617.219, 'duration': 2.881}
{'text': 'a lot of props to black women for', 'start': 6618.9, 'duration': 2.88}
{'text': 'overcoming but they blame like like was', 'start': 6620.1, 'duration': 3.18}
{'text': "that a personal attack to you or I don't", 'start': 6621.78, 'duration': 2.64}
{'text': "remember who made the first if I don't", 'start': 6623.28, 'duration': 2.1}
{'text': 'know if you can what you would consider', 'start': 6624.42, 'duration': 2.16}
{'text': "a personal attack or not I'm not sure", 'start': 6625.38, 'duration': 3.96}
{'text': 'personal attack is you are disgusting', 'start': 6626.58, 'duration': 5.099}
{'text': "human being that's personal no yeah that", 'start': 6629.34, 'duration': 4.26}
{'text': 'is true he did say that okay right so', 'start': 6631.679, 'duration': 4.141}
{'text': 'this is this is what black men do so', 'start': 6633.6, 'duration': 4.68}
{'text': "because they can't actually they can't", 'start': 6635.82, 'duration': 6.06}
{'text': 'push back factually statistically on any', 'start': 6638.28, 'duration': 5.1}
{'text': "of your talking points they don't bring", 'start': 6641.88, 'duration': 3.66}
{'text': "anything intellectual they don't like", 'start': 6643.38, 'duration': 3.239}
{'text': "they don't bring anything intellectual", 'start': 6645.54, 'duration': 4.139}
{'text': 'to the table so what do they do', 'start': 6646.619, 'duration': 4.861}
{'text': 'right they do exactly what he did so no', 'start': 6649.679, 'duration': 3.0}
{'text': 'actually you are a good judge of', 'start': 6651.48, 'duration': 3.0}
{'text': 'character he is a representative of', 'start': 6652.679, 'duration': 2.821}
{'text': 'black men', 'start': 6654.48, 'duration': 4.08}
{'text': 'he just sounds he just sounds uh', 'start': 6655.5, 'duration': 5.159}
{'text': 'effeminate so yeah no he is he is', 'start': 6658.56, 'duration': 4.079}
{'text': 'representative so yeah no you did you', 'start': 6660.659, 'duration': 3.781}
{'text': "you did your due diligence but I won't", 'start': 6662.639, 'duration': 4.441}
{'text': 'be engaging with any black males', 'start': 6664.44, 'duration': 4.08}
{'text': 'um moving forward', 'start': 6667.08, 'duration': 2.76}
{'text': "because this is this is what they're", 'start': 6668.52, 'duration': 4.5}
{'text': "gonna do because they can't because they", 'start': 6669.84, 'duration': 5.279}
{'text': "can't historically factually", 'start': 6673.02, 'duration': 3.9}
{'text': 'statistically or maybe because they', 'start': 6675.119, 'duration': 3.301}
{'text': "don't have the information maybe they're", 'start': 6676.92, 'duration': 3.299}
{'text': "just stupid I don't know okay but either", 'start': 6678.42, 'duration': 4.14}
{'text': "hold on just curious do you feel you're", 'start': 6680.219, 'duration': 4.381}
{'text': 'being a little bit racist or is that not', 'start': 6682.56, 'duration': 3.54}
{'text': 'part of this conversation because I feel', 'start': 6684.6, 'duration': 3.78}
{'text': "like you're being really harsh right now", 'start': 6686.1, 'duration': 4.559}
{'text': "or it feels like you're just he just", 'start': 6688.38, 'duration': 4.38}
{'text': "told me he doesn't know me from a can of", 'start': 6690.659, 'duration': 4.201}
{'text': "paint to tell me I'm a horrible person I", 'start': 6692.76, 'duration': 3.6}
{'text': "didn't personally say Sir you're a piece", 'start': 6694.86, 'duration': 3.42}
{'text': 'of [\xa0__\xa0] yeah but I think the feeling', 'start': 6696.36, 'duration': 3.06}
{'text': "with the way that you're phrasing", 'start': 6698.28, 'duration': 4.02}
{'text': 'everything so it sounds like listen', 'start': 6699.42, 'duration': 6.42}
{'text': 'listen yeah I think a lot of people', 'start': 6702.3, 'duration': 5.46}
{'text': 'remember a talking point that a lot', 'start': 6705.84, 'duration': 4.2}
{'text': 'of lives oh you might not like the way', 'start': 6707.76, 'duration': 4.26}
{'text': "Kevin Samuels talked but he's right", 'start': 6710.04, 'duration': 4.199}
{'text': "everything he's saying is true right", 'start': 6712.02, 'duration': 3.719}
{'text': 'okay so apply that to me then that', 'start': 6714.239, 'duration': 3.48}
{'text': 'applies to me too you might not like my', 'start': 6715.739, 'duration': 4.021}
{'text': 'verbage you might not like the tone with', 'start': 6717.719, 'duration': 5.161}
{'text': "which I speak in that's cool but am I", 'start': 6719.76, 'duration': 5.34}
{'text': "what I'm saying is it right focus on the", 'start': 6722.88, 'duration': 4.2}
{'text': 'talking points is it incorrect or is it', 'start': 6725.1, 'duration': 4.44}
{'text': "correct that's the that's what you need", 'start': 6727.08, 'duration': 5.159}
{'text': 'to focus on okay yeah I agree but', 'start': 6729.54, 'duration': 4.8}
{'text': "because they can't and they can't", 'start': 6732.239, 'duration': 3.061}
{'text': "because they don't have the information", 'start': 6734.34, 'duration': 2.46}
{'text': "they don't have the information because", 'start': 6735.3, 'duration': 3.66}
{'text': "they don't have the bandwidth this this", 'start': 6736.8, 'duration': 3.899}
{'text': 'is what they do so no he is a', 'start': 6738.96, 'duration': 3.36}
{'text': 'representative of black men collectively', 'start': 6740.699, 'duration': 4.101}
